Total_Price,Unit_Price,Quantity,Product,Discount,Cluster,Category
12.09,0.93,13,Apollinaris,0.0,0,Water
126.88,10.07,14,Riesling,0.1,0,Alcoholic Beverages
18.6,1.24,15,Schwip Schwap,0.0,0,Soft Drinks
7.15,0.55,13,Volvic,0.0,0,Water
25.56,2.13,12,Club Mate,0.0,0,Soft Drinks
1.24,1.31,1,Krombacher,0.05,0,Alcoholic Beverages
8.91,0.99,9,Mountain Dew,0.0,0,Soft Drinks
3.5,1.75,2,Hohes C Orange,0.0,0,Juices
30.87,3.43,9,Tomato Juice,0.0,0,Juices
95.9,1.11,96,Volvic,0.1,0,Water
34.6,3.46,10,Cranberry Juice,0.0,0,Juices
40.73,0.62,73,Gerolsteiner,0.1,0,Water
5.94,0.99,6,Mountain Dew,0.0,0,Soft Drinks
4.7,0.47,10,Selters,0.0,0,Water
7.95,1.59,5,Krombacher,0.0,0,Alcoholic Beverages
118.77,1.59,83,Fanta,0.1,0,Soft Drinks
50.32,12.58,4,Havana Club,0.0,0,Alcoholic Beverages
88.3,8.83,10,Sauvignon Blanc,0.0,0,Alcoholic Beverages
4.92,0.74,7,Gerolsteiner,0.05,0,Water
3.84,0.96,4,Mountain Dew,0.0,0,Soft Drinks
47.71,3.67,13,Cranberry Juice,0.0,0,Juices
28.08,3.12,9,Mango Juice,0.0,0,Juices
10.16,1.27,8,Schwip Schwap,0.0,0,Soft Drinks
265.9,3.11,95,Rockstar,0.1,0,Soft Drinks
8.85,0.59,15,Vittel,0.0,0,Water
177.6,35.52,5,Johnnie Walker,0.0,0,Alcoholic Beverages
11.34,1.26,9,Evian,0.0,0,Water
5.44,0.64,10,Pepsi,0.15,0,Soft Drinks
8.48,2.12,4,Fritz-Kola,0.0,0,Soft Drinks
43.68,3.12,14,Mango Juice,0.0,0,Juices
9.8,2.45,4,Rauch Multivitamin,0.0,0,Juices
115.85,2.71,45,Cranberry Juice,0.05,0,Juices
23.85,1.59,15,Krombacher,0.0,0,Alcoholic Beverages
13.92,1.74,8,Pepsi,0.0,0,Soft Drinks
3.99,0.57,7,Volvic,0.0,0,Water
30.66,2.19,14,Club Mate,0.0,0,Soft Drinks
9.09,1.01,9,Gerolsteiner,0.0,0,Water
16.2,1.08,15,Warsteiner,0.0,0,Alcoholic Beverages
49.84,3.56,14,Cranberry Juice,0.0,0,Juices
193.76,13.84,14,Bacardi,0.0,0,Alcoholic Beverages
5.35,1.07,5,Gerolsteiner,0.0,0,Water
19.55,1.47,14,Vio Wasser,0.05,0,Water
9.66,1.38,7,Volvic Touch,0.0,0,Water
14.56,0.73,21,Selters,0.05,0,Water
69.99,1.01,77,San Pellegrino,0.1,0,Water
1012.14,112.46,9,Veuve Clicquot,0.0,2,Alcoholic Beverages
46.34,3.31,14,Monster,0.0,0,Soft Drinks
18.04,1.64,11,Pepsi,0.0,0,Soft Drinks
7.66,0.62,13,Pepsi,0.05,0,Soft Drinks
60.9,4.35,14,Merlot,0.0,0,Alcoholic Beverages
44.98,0.98,51,Selters,0.1,0,Water
4.26,2.13,2,Club Mate,0.0,0,Soft Drinks
34.3,2.45,14,Rauch Multivitamin,0.0,0,Juices
32.6,1.56,22,Granini Apple,0.05,0,Juices
15.4,1.54,10,Krombacher,0.0,0,Alcoholic Beverages
21.84,3.12,7,Monster,0.0,0,Soft Drinks
3.6,1.2,3,Schwip Schwap,0.0,0,Soft Drinks
13.72,3.43,4,Tomato Juice,0.0,0,Juices
22.05,0.98,25,Volvic Touch,0.1,0,Water
1.23,1.23,1,Fanta,0.0,0,Soft Drinks
12.87,0.99,13,Mountain Dew,0.0,0,Soft Drinks
28.08,2.34,12,Rockstar,0.0,0,Soft Drinks
23.67,0.89,28,Evian,0.05,0,Water
140.07,1.97,79,Evian,0.1,0,Water
884.91,32.12,29,Johnnie Walker,0.05,2,Alcoholic Beverages
22.44,2.04,11,Erdinger Weißbier,0.0,0,Alcoholic Beverages
4.13,0.59,7,Mezzo Mix,0.0,0,Soft Drinks
1027.95,68.53,15,Moët & Chandon,0.0,2,Alcoholic Beverages
62.27,2.85,23,Cranberry Juice,0.05,0,Juices
30.24,4.32,7,Riesling,0.0,0,Alcoholic Beverages
73.2,4.88,15,Chardonnay,0.0,0,Alcoholic Beverages
6.93,2.31,3,Rauch Multivitamin,0.0,0,Juices
5.49,0.61,9,Mezzo Mix,0.0,0,Soft Drinks
51.87,1.05,52,Jever,0.05,0,Alcoholic Beverages
1049.4,11.66,100,Merlot,0.1,2,Alcoholic Beverages
18.01,0.79,24,Volvic Touch,0.05,0,Water
9.92,1.24,8,Schwip Schwap,0.0,0,Soft Drinks
9.3,1.86,5,Hohes C Orange,0.0,0,Juices
104.65,8.05,13,Rotkäppchen Sekt,0.0,0,Alcoholic Beverages
2.12,0.53,4,Sprite,0.0,0,Soft Drinks
128.74,2.98,48,Tomato Juice,0.1,0,Juices
6.16,0.56,11,Sprite,0.0,0,Soft Drinks
15.9,1.59,10,Granini Apple,0.0,0,Juices
14.14,2.48,6,Mango Juice,0.05,0,Juices
44.77,4.07,11,Riesling,0.0,0,Alcoholic Beverages
28.65,2.32,13,Mango Juice,0.05,0,Juices
368.41,4.22,97,Passion Fruit Juice,0.1,0,Juices
25.67,0.92,31,Fanta,0.1,0,Soft Drinks
5.58,0.93,6,Mountain Dew,0.0,0,Soft Drinks
25.65,0.6,45,Vio Wasser,0.05,0,Water
235.36,3.79,69,Passion Fruit Juice,0.1,0,Juices
35.31,3.21,11,Mango Juice,0.0,0,Juices
26.96,2.58,11,Cranberry Juice,0.05,0,Juices
22.55,2.05,11,Fritz-Kola,0.0,0,Soft Drinks
32.45,2.44,14,Rockstar,0.05,0,Soft Drinks
13.76,1.39,11,Augustiner,0.1,0,Alcoholic Beverages
25.68,3.21,8,Mango Juice,0.0,0,Juices
28.08,3.12,9,Mango Juice,0.0,0,Juices
40.56,3.12,13,Monster,0.0,0,Soft Drinks
686.97,8.98,90,Rotkäppchen Sekt,0.15,2,Alcoholic Beverages
34.54,1.01,36,Gerolsteiner,0.05,0,Water
58.79,2.21,28,Club Mate,0.05,0,Soft Drinks
9.09,9.09,1,Sauvignon Blanc,0.0,0,Alcoholic Beverages
15.1,3.02,5,Passion Fruit Juice,0.0,0,Juices
10.5,1.75,6,Hohes C Orange,0.0,0,Juices
17.3,3.46,5,Cranberry Juice,0.0,0,Juices
22.93,0.52,49,Volvic,0.1,0,Water
46.65,3.11,15,Passion Fruit Juice,0.0,0,Juices
3346.04,57.89,68,Moët & Chandon,0.15,1,Alcoholic Beverages
25.74,2.34,11,Rockstar,0.0,0,Soft Drinks
101.8,1.14,94,Pepsi,0.05,0,Soft Drinks
0.98,0.49,2,Selters,0.0,0,Water
112.7,8.05,14,Rotkäppchen Sekt,0.0,0,Alcoholic Beverages
4.48,0.56,8,Sprite,0.0,0,Soft Drinks
37.69,37.69,1,Johnnie Walker,0.0,0,Alcoholic Beverages
13.24,3.31,4,Mango Juice,0.0,0,Juices
17.15,3.43,5,Tomato Juice,0.0,0,Juices
292.72,36.59,8,Johnnie Walker,0.0,0,Alcoholic Beverages
20.52,2.16,10,Passion Fruit Juice,0.05,0,Juices
26.66,1.22,23,Mezzo Mix,0.05,0,Soft Drinks
25.87,1.99,13,Fritz-Kola,0.0,0,Soft Drinks
129.6,12.96,10,Havana Club,0.0,0,Alcoholic Beverages
14.31,1.59,9,Krombacher,0.0,0,Alcoholic Beverages
4.98,1.66,3,Vio Wasser,0.0,0,Water
69.2,13.84,5,Bacardi,0.0,0,Alcoholic Beverages
11.07,1.23,9,Fanta,0.0,0,Soft Drinks
12.84,3.21,4,Monster,0.0,0,Soft Drinks
11.55,2.31,5,Rauch Multivitamin,0.0,0,Juices
3.38,1.69,2,Granini Apple,0.0,0,Juices
103.9,1.56,74,Volvic Touch,0.1,0,Water
8.59,2.26,4,Rockstar,0.05,0,Soft Drinks
7.28,0.91,8,San Pellegrino,0.0,0,Water
106.95,35.65,3,Tanqueray,0.0,0,Alcoholic Beverages
30.64,1.29,25,Mezzo Mix,0.05,0,Soft Drinks
9.36,3.12,3,Monster,0.0,0,Soft Drinks
8.94,1.49,6,Pepsi,0.0,0,Soft Drinks
48.91,2.34,22,Cranberry Juice,0.05,0,Juices
16.88,2.11,8,Erdinger Weißbier,0.0,0,Alcoholic Beverages
93.45,13.35,7,Havana Club,0.0,0,Alcoholic Beverages
63.8,0.92,73,Evian,0.05,0,Water
2.96,1.04,3,Beck's,0.05,0,Alcoholic Beverages
7.12,3.56,2,Cranberry Juice,0.0,0,Juices
17.56,0.33,56,Vittel,0.05,0,Water
18.04,1.64,11,Pepsi,0.0,0,Soft Drinks
12.78,1.42,9,Volvic Touch,0.0,0,Water
27.99,3.11,9,Passion Fruit Juice,0.0,0,Juices
74.25,1.5,55,Jever,0.1,0,Alcoholic Beverages
86.45,3.5,26,Passion Fruit Juice,0.05,0,Juices
66.32,8.29,8,Rotkäppchen Sekt,0.0,0,Alcoholic Beverages
3.66,0.61,6,Mezzo Mix,0.0,0,Soft Drinks
8.52,1.42,6,Volvic Touch,0.0,0,Water
166.08,13.84,12,Bacardi,0.0,0,Alcoholic Beverages
7.34,3.67,2,Cranberry Juice,0.0,0,Juices
54.54,9.09,6,Sauvignon Blanc,0.0,0,Alcoholic Beverages
6.66,2.22,3,Red Bull,0.0,0,Soft Drinks
11.07,1.23,9,Evian,0.0,0,Water
11.01,3.67,3,Cranberry Juice,0.0,0,Juices
192.29,11.87,18,Bacardi,0.1,0,Alcoholic Beverages
11.34,1.4,9,Hohes C Orange,0.1,0,Juices
103.55,2.18,50,Mango Juice,0.05,0,Juices
5.9,0.59,10,Vittel,0.0,0,Water
179.33,3.69,54,Passion Fruit Juice,0.1,0,Juices
95.04,1.65,64,Warsteiner,0.1,0,Alcoholic Beverages
11.18,0.86,13,San Pellegrino,0.0,0,Water
13.44,4.48,3,Merlot,0.0,0,Alcoholic Beverages
56.13,1.89,33,Beck's,0.1,0,Alcoholic Beverages
22.05,2.45,9,Rauch Multivitamin,0.0,0,Juices
9.0,1.8,5,Hohes C Orange,0.0,0,Juices
2.2,0.55,4,Volvic,0.0,0,Water
123.75,2.11,69,Kölsch,0.15,0,Alcoholic Beverages
1528.66,109.19,14,Veuve Clicquot,0.0,2,Alcoholic Beverages
4.64,1.16,4,Fanta,0.0,0,Soft Drinks
38.76,3.23,12,Tomato Juice,0.0,0,Juices
36.08,2.11,19,Club Mate,0.1,0,Soft Drinks
14.7,2.45,6,Rauch Multivitamin,0.0,0,Juices
13.24,3.31,4,Mango Juice,0.0,0,Juices
19.9,1.99,10,Jever,0.0,0,Alcoholic Beverages
32.76,2.34,14,Rockstar,0.0,0,Soft Drinks
6.96,0.58,12,Volvic,0.0,0,Water
250.16,3.27,85,Cranberry Juice,0.1,0,Juices
37.32,3.11,12,Passion Fruit Juice,0.0,0,Juices
25.65,1.71,15,Vio Wasser,0.0,0,Water
1.04,1.04,1,Gerolsteiner,0.0,0,Water
10.7,1.07,10,Gerolsteiner,0.0,0,Water
43.78,2.56,19,Passion Fruit Juice,0.1,0,Juices
34.65,2.31,15,Rauch Multivitamin,0.0,0,Juices
154.59,1.93,89,Granini Apple,0.1,0,Juices
28.08,3.12,9,Mango Juice,0.0,0,Juices
8.3,1.66,5,Vio Wasser,0.0,0,Water
23.85,1.59,15,Krombacher,0.0,0,Alcoholic Beverages
3.21,3.21,1,Mango Juice,0.0,0,Juices
2472.93,30.53,90,Jack Daniels,0.1,1,Alcoholic Beverages
264.14,3.31,84,Red Bull,0.05,0,Soft Drinks
150.18,6.08,26,Riesling,0.05,0,Alcoholic Beverages
4.84,1.21,4,Coca-Cola,0.0,0,Soft Drinks
9.18,1.02,9,Warsteiner,0.0,0,Alcoholic Beverages
3.44,0.86,4,San Pellegrino,0.0,0,Water
11.9,2.38,5,Rauch Multivitamin,0.0,0,Juices
4.48,0.56,8,Sprite,0.0,0,Soft Drinks
8.01,2.81,3,Mango Juice,0.05,0,Juices
9.93,3.31,3,Mango Juice,0.0,0,Juices
90.4,1.56,61,Vio Wasser,0.05,0,Water
9.46,0.86,11,San Pellegrino,0.0,0,Water
10.36,1.09,10,Selters,0.05,0,Water
635.31,10.86,65,Chardonnay,0.1,2,Alcoholic Beverages
2.88,0.96,3,Kölsch,0.0,0,Alcoholic Beverages
6.3,1.05,6,Warsteiner,0.0,0,Alcoholic Beverages
2.76,2.91,1,Rauch Multivitamin,0.05,0,Juices
2968.42,41.75,79,Bacardi,0.1,1,Alcoholic Beverages
34.61,34.61,1,Tanqueray,0.0,0,Alcoholic Beverages
4.71,1.24,4,Beck's,0.05,0,Alcoholic Beverages
1.1,0.55,2,Sprite,0.0,0,Soft Drinks
16.38,1.26,13,Evian,0.0,0,Water
6.04,1.51,4,Beck's,0.0,0,Alcoholic Beverages
13.53,1.23,11,Fanta,0.0,0,Soft Drinks
12.54,1.1,12,Granini Apple,0.05,0,Juices
25.35,1.69,15,Granini Apple,0.0,0,Juices
36.97,0.79,52,Evian,0.1,0,Water
28.65,1.04,29,Fanta,0.05,0,Soft Drinks
13.86,0.99,14,Mountain Dew,0.0,0,Soft Drinks
2.58,0.86,3,San Pellegrino,0.0,0,Water
17.91,1.99,9,Fritz-Kola,0.0,0,Soft Drinks
21.9,2.19,10,Club Mate,0.0,0,Soft Drinks
102.63,1.81,63,Rockstar,0.1,0,Soft Drinks
17.49,1.59,11,Granini Apple,0.0,0,Juices
27.44,3.43,8,Tomato Juice,0.0,0,Juices
21.84,3.12,7,Monster,0.0,0,Soft Drinks
17.46,1.94,9,Jever,0.0,0,Alcoholic Beverages
44.94,3.21,14,Mango Juice,0.0,0,Juices
9.3,1.86,5,Hohes C Orange,0.0,0,Juices
94.03,2.02,49,Club Mate,0.05,0,Soft Drinks
21.3,2.13,10,Club Mate,0.0,0,Soft Drinks
356.5,35.65,10,Tanqueray,0.0,0,Alcoholic Beverages
27.18,3.02,9,Passion Fruit Juice,0.0,0,Juices
55.69,1.04,63,Selters,0.15,0,Water
9.52,2.38,4,Rauch Multivitamin,0.0,0,Juices
26.6,0.7,40,San Pellegrino,0.05,0,Water
8.19,0.63,13,Mezzo Mix,0.0,0,Soft Drinks
465.84,51.76,9,Jack Daniels,0.0,0,Alcoholic Beverages
9.81,1.09,9,Augustiner,0.0,0,Alcoholic Beverages
7.28,0.56,13,Sprite,0.0,0,Soft Drinks
36.23,0.61,66,Gerolsteiner,0.1,0,Water
2778.75,32.5,95,Bacardi,0.1,1,Alcoholic Beverages
34.6,3.46,10,Cranberry Juice,0.0,0,Juices
2.32,0.58,4,Volvic,0.0,0,Water
3.36,0.56,6,Vittel,0.0,0,Water
16.4,1.64,10,Granini Apple,0.0,0,Juices
292.72,36.59,8,Johnnie Walker,0.0,0,Alcoholic Beverages
776.4,51.76,15,Jack Daniels,0.0,2,Alcoholic Beverages
55.33,5.03,11,Chardonnay,0.0,0,Alcoholic Beverages
64.64,1.08,63,Schwip Schwap,0.05,0,Soft Drinks
0.49,0.49,1,Selters,0.0,0,Water
2.66,1.33,2,Beck's,0.0,0,Alcoholic Beverages
152.68,2.61,65,Passion Fruit Juice,0.1,0,Juices
91.84,1.57,65,Vio Wasser,0.1,0,Water
28.89,3.21,9,Monster,0.0,0,Soft Drinks
4.24,2.12,2,Fritz-Kola,0.0,0,Soft Drinks
108.11,1.43,84,Jever,0.1,0,Alcoholic Beverages
5.84,1.46,4,Volvic Touch,0.0,0,Water
4.1,2.05,2,Fritz-Kola,0.0,0,Soft Drinks
1.75,1.75,1,Hohes C Orange,0.0,0,Juices
2.79,0.93,3,Mountain Dew,0.0,0,Soft Drinks
13.1,1.31,10,Evian,0.0,0,Water
49.97,3.47,16,Rotkäppchen Sekt,0.1,0,Alcoholic Beverages
43.09,1.33,36,Evian,0.1,0,Water
39.16,3.56,11,Cranberry Juice,0.0,0,Juices
8.76,1.46,6,Beck's,0.0,0,Alcoholic Beverages
25.74,1.29,21,Schwip Schwap,0.05,0,Soft Drinks
1.63,1.63,1,Krombacher,0.0,0,Alcoholic Beverages
13.2,1.1,12,Coca-Cola,0.0,0,Soft Drinks
12.72,1.59,8,Granini Apple,0.0,0,Juices
2756.27,32.58,94,Tanqueray,0.1,1,Alcoholic Beverages
47.52,4.32,11,Riesling,0.0,0,Alcoholic Beverages
4.44,2.22,2,Red Bull,0.0,0,Soft Drinks
9.99,0.74,15,Pepsi,0.1,0,Soft Drinks
10.51,0.79,14,Evian,0.05,0,Water
7.34,3.67,2,Cranberry Juice,0.0,0,Juices
8.2,1.64,5,Granini Apple,0.0,0,Juices
5.04,0.56,9,Sprite,0.0,0,Soft Drinks
13.16,1.88,7,Jever,0.0,0,Alcoholic Beverages
13.02,1.86,7,Hohes C Orange,0.0,0,Juices
15.9,1.59,10,Granini Apple,0.0,0,Juices
2.1,1.05,2,Warsteiner,0.0,0,Alcoholic Beverages
2.79,0.93,3,Mountain Dew,0.0,0,Soft Drinks
133.28,1.6,98,San Pellegrino,0.15,0,Water
192.77,16.91,12,Havana Club,0.05,0,Alcoholic Beverages
21.55,0.54,42,Vio Wasser,0.05,0,Water
1419.47,109.19,13,Veuve Clicquot,0.0,2,Alcoholic Beverages
11.79,1.31,9,Evian,0.0,0,Water
29.97,3.33,9,Tomato Juice,0.0,0,Juices
1287.86,30.81,44,Bacardi,0.05,2,Alcoholic Beverages
22.47,3.21,7,Mango Juice,0.0,0,Juices
3.28,1.64,2,Granini Apple,0.0,0,Juices
0.92,0.46,2,Selters,0.0,0,Water
2.51,1.32,2,Warsteiner,0.05,0,Alcoholic Beverages
27.68,13.84,2,Bacardi,0.0,0,Alcoholic Beverages
43.68,3.12,14,Mango Juice,0.0,0,Juices
23.58,1.46,17,Pepsi,0.05,0,Soft Drinks
30.01,2.43,13,Rockstar,0.05,0,Soft Drinks
8.72,0.54,17,Vittel,0.05,0,Water
20.35,1.53,14,Sprite,0.05,0,Soft Drinks
7.84,1.12,7,Augustiner,0.0,0,Alcoholic Beverages
16.24,1.16,14,Fanta,0.0,0,Soft Drinks
24.5,2.45,10,Rauch Multivitamin,0.0,0,Juices
12.27,0.38,34,Vittel,0.05,0,Water
4.22,2.11,2,Erdinger Weißbier,0.0,0,Alcoholic Beverages
80.41,1.1,86,Gerolsteiner,0.15,0,Water
2.35,0.47,5,Selters,0.0,0,Water
74.97,0.98,85,Sprite,0.1,0,Soft Drinks
1.58,1.58,1,Pepsi,0.0,0,Soft Drinks
56.98,4.07,14,Riesling,0.0,0,Alcoholic Beverages
118.49,2.27,58,Rockstar,0.1,0,Soft Drinks
16.38,2.34,7,Rockstar,0.0,0,Soft Drinks
29.07,1.9,17,Club Mate,0.1,0,Soft Drinks
11.2,2.24,5,Erdinger Weißbier,0.0,0,Alcoholic Beverages
16.55,3.31,5,Monster,0.0,0,Soft Drinks
764.66,58.82,13,Moët & Chandon,0.0,2,Alcoholic Beverages
55.05,3.67,15,Cranberry Juice,0.0,0,Juices
291.8,3.77,86,Tomato Juice,0.1,0,Juices
79.78,2.77,32,Tomato Juice,0.1,0,Juices
16.06,1.46,11,Volvic Touch,0.0,0,Water
40.7,0.68,63,Vittel,0.05,0,Water
3.21,3.21,1,Mango Juice,0.0,0,Juices
2.52,0.63,4,Mezzo Mix,0.0,0,Soft Drinks
1.59,1.59,1,Granini Apple,0.0,0,Juices
13.44,1.92,7,Erdinger Weißbier,0.0,0,Alcoholic Beverages
29.97,3.33,9,Tomato Juice,0.0,0,Juices
89.78,1.72,58,Granini Apple,0.1,0,Juices
35.16,2.93,12,Passion Fruit Juice,0.0,0,Juices
117.99,1.9,69,Granini Apple,0.1,0,Juices
21.97,1.69,13,Granini Apple,0.0,0,Juices
46.34,3.31,14,Monster,0.0,0,Soft Drinks
42.78,14.26,3,Bacardi,0.0,0,Alcoholic Beverages
54.25,1.37,44,Hohes C Orange,0.1,0,Juices
98.95,2.17,48,Granini Apple,0.05,0,Juices
12.9,0.86,15,San Pellegrino,0.0,0,Water
76.23,1.1,77,Volvic,0.1,0,Water
13.97,1.27,11,Schwip Schwap,0.0,0,Soft Drinks
5.29,2.94,2,Tomato Juice,0.1,0,Juices
92.23,1.22,84,Granini Apple,0.1,0,Juices
140.12,3.43,43,Cranberry Juice,0.05,0,Juices
21.19,1.63,13,Krombacher,0.0,0,Alcoholic Beverages
141.45,1.69,93,Selters,0.1,0,Water
170.64,3.65,55,Passion Fruit Juice,0.15,0,Juices
14.85,0.99,15,Apollinaris,0.0,0,Water
24.5,1.75,14,Hohes C Orange,0.0,0,Juices
212.02,106.01,2,Veuve Clicquot,0.0,0,Alcoholic Beverages
11.42,0.42,32,Volvic,0.15,0,Water
13.04,1.63,8,Krombacher,0.0,0,Alcoholic Beverages
7.05,0.47,15,Selters,0.0,0,Water
45.96,1.18,41,Evian,0.05,0,Water
10.5,1.75,6,Hohes C Orange,0.0,0,Juices
10.49,0.69,16,Evian,0.05,0,Water
22.47,3.21,7,Monster,0.0,0,Soft Drinks
3.99,1.33,3,Beck's,0.0,0,Alcoholic Beverages
146.29,2.58,63,Fritz-Kola,0.1,0,Soft Drinks
87.91,1.11,88,Selters,0.1,0,Water
11.11,1.01,11,Gerolsteiner,0.0,0,Water
12.84,1.07,12,Gerolsteiner,0.0,0,Water
4.54,2.27,2,Rockstar,0.0,0,Soft Drinks
13.3,1.33,10,Beck's,0.0,0,Alcoholic Beverages
23.4,2.34,10,Rockstar,0.0,0,Soft Drinks
5.06,0.46,11,Selters,0.0,0,Water
22.46,0.64,39,Selters,0.1,0,Water
8.7,4.35,2,Merlot,0.0,0,Alcoholic Beverages
3.56,0.89,4,San Pellegrino,0.0,0,Water
3.32,1.66,2,Vio Wasser,0.0,0,Water
8.55,1.71,5,Vio Wasser,0.0,0,Water
97.78,3.88,28,Tomato Juice,0.1,0,Juices
9.33,3.11,3,Passion Fruit Juice,0.0,0,Juices
16.06,1.46,11,Volvic Touch,0.0,0,Water
1.65,0.55,3,Sprite,0.0,0,Soft Drinks
49.84,3.56,14,Cranberry Juice,0.0,0,Juices
2.65,0.53,5,Sprite,0.0,0,Soft Drinks
11.07,1.23,9,Fanta,0.0,0,Soft Drinks
23.17,3.31,7,Mango Juice,0.0,0,Juices
2.48,0.62,4,Vittel,0.0,0,Water
3.36,1.12,3,Augustiner,0.0,0,Alcoholic Beverages
9.84,1.23,8,Fanta,0.0,0,Soft Drinks
64.8,4.32,15,Riesling,0.0,0,Alcoholic Beverages
9.33,3.11,3,Passion Fruit Juice,0.0,0,Juices
74.61,8.29,9,Rotkäppchen Sekt,0.0,0,Alcoholic Beverages
22.56,0.95,25,Coca-Cola,0.05,0,Soft Drinks
22.47,3.21,7,Monster,0.0,0,Soft Drinks
62.89,3.31,20,Monster,0.05,0,Soft Drinks
102.71,2.12,51,Beck's,0.05,0,Alcoholic Beverages
25.67,1.93,14,Rauch Multivitamin,0.05,0,Juices
16.55,3.31,5,Monster,0.0,0,Soft Drinks
6.2,1.24,5,Schwip Schwap,0.0,0,Soft Drinks
1.59,0.53,3,Sprite,0.0,0,Soft Drinks
173.74,2.92,70,Tomato Juice,0.15,0,Juices
60.48,4.32,14,Riesling,0.0,0,Alcoholic Beverages
22.32,1.86,12,Hohes C Orange,0.0,0,Juices
13.05,4.35,3,Merlot,0.0,0,Alcoholic Beverages
10.92,0.91,12,San Pellegrino,0.0,0,Water
63.3,4.22,15,Merlot,0.0,0,Alcoholic Beverages
11.52,0.96,12,Apollinaris,0.0,0,Water
51.03,1.58,34,Vio Wasser,0.05,0,Water
8.7,0.58,15,Volvic,0.0,0,Water
1.96,0.49,4,Selters,0.0,0,Water
31.14,3.46,9,Cranberry Juice,0.0,0,Juices
3.46,3.46,1,Cranberry Juice,0.0,0,Juices
31.05,0.76,43,Apollinaris,0.05,0,Water
3.63,1.21,3,Coca-Cola,0.0,0,Soft Drinks
60.36,5.03,12,Chardonnay,0.0,0,Alcoholic Beverages
69.5,0.78,99,Mountain Dew,0.1,0,Soft Drinks
22.05,2.45,9,Rauch Multivitamin,0.0,0,Juices
8.12,0.58,14,Volvic,0.0,0,Water
88.2,1.0,98,San Pellegrino,0.1,0,Water
1349.52,112.46,12,Veuve Clicquot,0.0,2,Alcoholic Beverages
61.56,1.35,48,Volvic Touch,0.05,0,Water
452.28,37.69,12,Johnnie Walker,0.0,0,Alcoholic Beverages
1.04,1.04,1,Coca-Cola,0.0,0,Soft Drinks
124.42,2.88,48,Monster,0.1,0,Soft Drinks
9.9,0.99,10,Apollinaris,0.0,0,Water
19.63,1.51,13,Beck's,0.0,0,Alcoholic Beverages
3.56,3.56,1,Cranberry Juice,0.0,0,Juices
8.64,0.96,9,Kölsch,0.0,0,Alcoholic Beverages
22.32,1.86,12,Hohes C Orange,0.0,0,Juices
3.32,1.66,2,Vio Wasser,0.0,0,Water
180.23,3.06,62,Tomato Juice,0.05,0,Juices
12.12,1.01,12,Gerolsteiner,0.0,0,Water
4.48,0.56,8,Sprite,0.0,0,Soft Drinks
59.85,1.26,50,Sprite,0.05,0,Soft Drinks
4.96,0.62,8,Vittel,0.0,0,Water
3.66,0.61,6,Mezzo Mix,0.0,0,Soft Drinks
38.09,2.93,13,Passion Fruit Juice,0.0,0,Juices
11.16,1.86,6,Hohes C Orange,0.0,0,Juices
5.31,0.59,9,Vittel,0.0,0,Water
24.6,2.05,12,Fritz-Kola,0.0,0,Soft Drinks
201.0,50.25,4,Jack Daniels,0.0,0,Alcoholic Beverages
11.04,1.66,7,Club Mate,0.05,0,Soft Drinks
19.6,2.45,8,Rauch Multivitamin,0.0,0,Juices
15.68,1.12,14,Augustiner,0.0,0,Alcoholic Beverages
2.74,1.37,2,Beck's,0.0,0,Alcoholic Beverages
2.82,1.41,2,Beck's,0.0,0,Alcoholic Beverages
179.39,3.35,63,Cranberry Juice,0.15,0,Juices
3.21,3.21,1,Mango Juice,0.0,0,Juices
17.52,1.46,12,Volvic Touch,0.0,0,Water
85.13,1.03,87,Pepsi,0.05,0,Soft Drinks
126.0,2.8,50,Rauch Multivitamin,0.1,0,Juices
16.1,1.61,10,Vio Wasser,0.0,0,Water
112.46,112.46,1,Veuve Clicquot,0.0,0,Alcoholic Beverages
9.44,1.18,8,Coca-Cola,0.0,0,Soft Drinks
5.98,0.35,18,Selters,0.05,0,Water
4.42,2.21,2,Rockstar,0.0,0,Soft Drinks
8.26,0.59,14,Vittel,0.0,0,Water
2.85,0.57,5,Volvic,0.0,0,Water
145.22,2.01,85,Hohes C Orange,0.15,0,Juices
4.95,0.55,9,Volvic,0.0,0,Water
40.43,3.04,14,Rauch Multivitamin,0.05,0,Juices
3.57,1.19,3,Fanta,0.0,0,Soft Drinks
56.35,8.05,7,Rotkäppchen Sekt,0.0,0,Alcoholic Beverages
63.44,4.88,13,Chardonnay,0.0,0,Alcoholic Beverages
20.52,1.71,12,Vio Wasser,0.0,0,Water
4.89,1.63,3,Krombacher,0.0,0,Alcoholic Beverages
1.78,0.89,2,San Pellegrino,0.0,0,Water
16.35,1.09,15,Augustiner,0.0,0,Alcoholic Beverages
24.15,1.61,15,Vio Wasser,0.0,0,Water
3043.94,51.9,69,Johnnie Walker,0.15,1,Alcoholic Beverages
1.24,1.24,1,Schwip Schwap,0.0,0,Soft Drinks
3.26,1.63,2,Krombacher,0.0,0,Alcoholic Beverages
9.52,1.19,8,Fanta,0.0,0,Soft Drinks
10.48,1.31,8,Evian,0.0,0,Water
1.99,1.99,1,Fritz-Kola,0.0,0,Soft Drinks
200.25,13.35,15,Havana Club,0.0,0,Alcoholic Beverages
1074.71,12.84,93,Chardonnay,0.1,2,Alcoholic Beverages
0.93,0.93,1,Kölsch,0.0,0,Alcoholic Beverages
6.84,1.71,4,Vio Wasser,0.0,0,Water
